X,Y,OBJECTID,TRACKING,NAME,TRACKINGNUMBER,PROJECTNAME,OVERALLSTATUSCATEGORY,APPROVALDATE,PROGRAM,SURFACE_INFILTRATION_BASIN,SUBSURFACE_INFILTRATION_BASIN,SURFACE_DETENTION_BASIN,SUBSURFACE_DETENTION_BASIN,BIOINFILTRATION,BIORETENTION,CISTERN,GREEN_ROOF,POROUS_PAVEMENT,WQ_TREATMENT_DEVICE
-75.128898586954364,39.985273440367266,517,2012-STFR-1986-01,St. Francis Villa Senior Housing,2012-STFR-1986-01,St. Francis Villa Senior Housing,Verified,2015-03-16T16:43:35.000Z,Regulation,0,0,0,1,0,1,0,0,0,0
-75.005007876165223,40.038739172776651,518,2012-BAXT-1979-01,Baxter Water Treatment Plant Clear Water Basin Rep,2012-BAXT-1979-01,Baxter Water Treatment Plant Clear Water Basin Replacement Project,Construction,2013-06-04T08:14:10.000Z,Regulation,1,1,1,0,0,0,0,1,1,0
-75.131121445427979,39.978366191762085,519,2012-1850-2008-01,1850-62 Frankford Avenue,2012-1850-2008-01,1850-62 Frankford Avenue,Construction,2013-09-10T16:24:39.000Z,Regulation,0,0,0,0,0,0,0,2,0,0
-75.167539784162742,39.899849791060042,520,2012-LINC-2012-01,Lincoln Financial Field Improvements,2012-LINC-2012-01,Lincoln Financial Field Improvements,Verified,2013-03-13T15:15:51.000Z,Regulation,0,0,0,0,2,0,0,0,1,0
-75.096569050628048,40.015948529792347,521,2012-4465-1992-01,4465 Castor Avenue,2012-4465-1992-01,4465 Castor Avenue,Construction,2014-01-14T15:31:17.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.146196776137359,39.967053895373056,522,2012-9009-2024-01,900-922 N. 5th Street,2012-9009-2024-01,900-922 N 5th Street,Construction,2013-04-26T13:49:28.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.087415035233633,39.996636244864206,523,2012-WHEA-1972-01,Wheatsheaf Ln-Recycling Facility Expansion,2012-WHEA-1972-01,Wheatsheaf Ln-Recycling Facility Expansion,Verified,2013-11-08T14:03:39.000Z,Regulation,0,0,0,0,1,0,0,0,0,0
-75.13694048483498,39.967598306464083,524,2012-1108-2041-01,1108-30 N Front St,2012-1108-2041-01,1108-30 N Front St,Complete,2013-04-17T13:58:25.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.072132066668416,40.035191185715981,525,2012-TDBA-2047-01,TD Bank,2012-TDBA-2047-01,TD Bank,Verified,2014-03-13T14:49:55.000Z,Regulation,0,1,0,0,1,0,0,0,0,0
-75.005380830623338,40.069215144902678,526,2012-GRAN-2051-01,Grant & Academy Redevelopment,2012-GRAN-2051-01,Grant & Academy Redevelopment,Complete,2013-10-16T14:56:10.000Z,Regulation,0,0,0,0,3,2,0,0,0,0
-75.135874065681506,39.998759289070328,527,2012-ALLE-1884-01,Plaza Allegheny,2012-ALLE-1884-01,Plaza Allegheny,Construction,2014-07-03T14:37:02.000Z,Regulation,1,1,0,0,0,0,0,0,1,0
-75.170070637523111,39.972613456954235,528,2013-2012-2072-01,2012-30 GIRARD AVENUE,2013-2012-2072-01,2012-30 Girard Avenue,Verified,2013-09-12T16:58:29.000Z,Regulation,0,0,0,0,0,0,0,1,2,0
-75.151260742396516,39.971491853051475,529,2013-9THS-2075-01,9th Street Marketplace,2013-9THS-2075-01,9th Street Marketplace,Verified,2013-08-14T16:12:03.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.191652970898957,39.957145951229307,530,2013-DREX-2081-01,Drexel Residence Hall,2013-DREX-2081-01,Lancaster Square,Verified,2013-07-18T12:29:49.000Z,Regulation,0,0,3,1,0,0,0,0,0,0
-75.179973444494721,40.041079979585746,531,2013-SETT-2085-01,Settlement Music School,2013-SETT-2085-01,Settlement Music School,Verified,2015-03-05T13:21:38.000Z,Regulation,0,0,0,1,1,0,0,0,1,0
-75.126211742666058,40.006469040474393,532,2013-STCH-2103-01,St. Christophers Hospital For Children - Phase 2 M,2013-STCH-2103-01,St. Christophers Hospital For Children - Phase 2 MOB Construction,Verified,2013-04-18T14:16:23.000Z,Regulation,0,0,0,0,1,2,0,0,0,0
-75.239060078010993,39.945916789422682,533,2013-COBB-2080-01,Cobbs Creek Shopping Center,2013-COBB-2080-01,Cobbs Creek Shopping Center,Verified,2014-07-02T17:28:16.000Z,Regulation,0,0,0,1,0,2,0,0,0,0
-75.162485249876312,39.974524773033053,534,2013-PWDI-2106-01,PWD Ingersoll Commons,2013-PWDI-2106-01,PWD Ingersoll Commons,Verified,2015-10-28T15:31:51.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.190466822600385,39.946216938959097,535,2012-RIVE-2027-01,River Fields,2012-RIVE-2027-01,River Fields,Verified,2013-04-25T12:10:02.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.173666674972338,39.945907442370675,536,2013-1901-2109-01,1901-19 W. Lombard Street,2013-1901-2109-01,1901-19 Lombard Street,Verified,2014-01-23T15:33:30.000Z,Regulation,0,1,0,0,0,0,0,1,1,0
-75.14315124874912,39.964270786931678,537,2013-8268-2116-01,826-834 North 3rd Street,2013-8268-2116-01,826-834 North 3rd Street,Verified,2013-04-26T13:49:11.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.145475301912441,39.964630430309178,538,2012-LAWR-1945-01,Lawrence Street,2012-LAWR-1945-01,Lawrence Street,Complete,2014-02-21T11:55:14.000Z,Regulation,0,0,0,0,0,0,0,2,1,0
-75.194259474856622,39.938490251651153,539,2012-GARY-1938-01,Garys Ferry Commercial,2012-GARY-1938-01,Grays Ferry Commercial,Verified,2013-07-31T11:42:42.000Z,Regulation,0,0,0,2,3,1,0,0,0,0
-75.209874128571869,39.924273112746796,540,2013-PES1-2132-01,PES 14-Unit Train Crude Unloading Project - Full B,2013-PES1-2132-01,PES 14-Unit Train Crude Unloading Project - Full Build,Verified,2013-08-14T12:04:19.000Z,Regulation,0,0,3,0,0,0,0,0,0,0
-75.217587990423198,39.898950271595588,541,2013-SUNO-2125-01,Sunoco - Butane Truck Unloading Station,2013-SUNO-2125-01,Sunoco - Butane Truck Unloading Station,Complete,2013-04-23T14:50:22.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.139607718947502,39.971912252244664,542,2013-1300-2120-01,1300 North 2ND Street,2013-1300-2120-01,1300 North 2nd Street,Construction,2018-01-18T13:12:21.000Z,Regulation,0,1,0,0,7,0,0,0,0,0
-75.199067516344783,39.949575172253702,543,2013-NEUR-2140-01,Neural and Behavioral Sciences Building,2013-NEUR-2140-01,Neural and Behavioral Sciences Building,Verified,2013-10-21T15:53:00.000Z,Regulation,0,0,0,0,1,2,0,1,1,0
-75.165508992484973,40.002054569422,544,2013-IMPR-2150-01,Improvements to Panati Playground,2013-IMPR-2150-01,Improvements to Panati Playground,Complete,2013-09-05T10:10:47.000Z,Regulation,0,0,0,1,0,0,0,0,0,0
-75.160537595981609,40.002302299984656,545,2013-1900-2151-01,1900 W. Allegheny Avenue,2013-1900-2151-01,1900 W. Allegheny Avenue,Complete,2014-04-02T17:19:26.000Z,Regulation,0,0,1,2,0,1,0,0,0,0
-75.170132389891165,39.980088007861454,546,2013-CECI-2157-01,Cecil B. Moore Wellness Center,2013-CECI-2157-01,Cecil B. Moore Wellness Center,Verified,2013-10-09T11:14:04.000Z,Regulation,0,1,0,0,0,0,0,1,0,0
-75.194445841895273,39.943670368567147,547,2013-MOD7-2135-01,MOD7 - U of P Expansion to Module VII Chiller Plan,2013-MOD7-2135-01,MOD7 - U of P Expansion to Module VII Chiller Plant,Verified,2014-05-21T16:29:47.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.126145834575098,40.006991606217376,548,2013-STCH-2149-01,St.Christophers Hospital for Children - Phase 3 To,2013-STCH-2149-01,St. Christophers Hospital for Children - Phase 3 Tower Construction,Verified,2013-09-17T10:31:44.000Z,Regulation,0,0,0,0,0,6,0,0,0,0
-75.186660146271379,39.976629622503829,549,2013-HALP-2134-01,Halpern-Brewerytown,2013-HALP-2134-01,The Flats at 31 Brewerytown,Verified,2014-02-20T16:26:02.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.193054622352733,40.060874760896453,550,2013-41WE-2110-01,41 West Allens lane - Canopy and Deck Upgrade,2013-41WE-2110-01,41 West Allens lane - Canopy and Deck Upgrade,Verified,2016-06-03T10:48:37.000Z,Regulation,0,0,0,0,1,0,0,0,1,0
-75.156760160128911,39.937691698913298,551,2013-900S-2174-01,900 South 8th Street,2013-900S-2174-01,900 South 8th Street,Verified,2013-10-22T10:39:02.000Z,Regulation,0,1,0,0,1,0,0,0,1,0
-75.22316557423386,39.946821914456116,552,2013-RESI-2173-01,Residential Development,2013-RESI-2173-01,Residential Development,Verified,2015-07-09T09:22:36.000Z,Regulation,0,0,0,0,0,0,0,1,0,0
-75.142597692855887,40.044576076992186,553,2013-PROP-2163-01,Proposed Wendys Rebuild,2013-PROP-2163-01,Proposed Wendys Rebuild,Verified,2013-12-30T14:49:06.000Z,Regulation,0,2,0,0,0,0,0,0,0,0
-75.087778687853373,39.997736042351761,554,2013-WAWA-2154-01,Wawa Food Markets,2013-WAWA-2154-01,Wawa Food Markets,Verified,2013-11-22T12:50:32.000Z,Regulation,0,0,0,2,0,4,0,0,0,0
-75.209992858603442,40.054581478963861,555,2013-7516-2181-01,7516 McCallum St.,2013-7516-2181-01,7516 McCallum St.,Complete,2013-08-08T10:39:58.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.149908432054644,40.004803284933715,556,2013-TEMP-2178-01,Temple University Health System - New East Garage,2013-TEMP-2178-01,Temple University Health System - New East Garage,Verified,2014-10-30T11:54:31.000Z,Regulation,0,0,0,1,0,1,0,0,0,0
-75.154928922618822,39.990115146020159,557,2013-2413-2183-01,2413-2429 North Broad Street,2013-2413-2183-01,2413-2429 North Broad Street,Verified,2016-01-08T14:08:03.000Z,Regulation,0,1,0,0,0,0,0,1,0,0
-75.191560503044798,39.954065657870729,558,2013-NEWC-2114-01,New College House,2013-NEWC-2114-01,New College House,Verified,2013-11-26T10:48:42.000Z,Regulation,0,0,0,0,1,0,0,1,2,0
-75.212731991797924,40.065023988624958,559,2013-SAIN-2191-01,SAINT ANDERWS ROAD,2013-SAIN-2191-01,Saint Andrews Road,Verified,2013-11-08T12:09:10.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.173750577635474,39.96316567168337,560,2013-RODI-2192-01,Rodin Square,2013-RODI-2192-01,Rodin Square,Complete,2014-02-12T16:30:18.000Z,Regulation,0,0,0,1,0,0,1,0,0,0
-75.052576122387478,40.017037850893438,561,2013-TACO-2197-01,Tacony Academy Charter School,2013-TACO-2197-01,Tacony Academy Charter School,Verified,2014-09-17T13:58:38.000Z,Regulation,0,0,0,1,1,0,0,0,0,0
-75.081475613914819,40.007168944510809,562,2013-FIRS-2202-01,First Philadelphia Preparatory Charter School,2013-FIRS-2202-01,First Philadelphia Preparatory Charter School,Verified,2014-01-06T09:50:04.000Z,Regulation,0,0,0,0,7,0,0,0,0,0
-74.983871703951877,40.049186988750435,563,2013-BEAC-2215-01,Beacon Pointe,2013-BEAC-2215-01,Beacon Pointe,Verified,2013-12-13T09:20:44.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.167141425871861,39.934760494317054,564,2013-ARMO-2217-01,Armory,2013-ARMO-2217-01,Armory,Construction,2014-04-02T16:36:20.000Z,Regulation,0,0,0,0,0,0,0,2,1,0
-75.196315363882562,39.909063552717143,565,2013-FORM-2234-01,Former Tank Farm 189 - Charger Pumps,2013-FORM-2234-01,Former Tank Farm 189 - Charger Pumps,Verified,2013-08-30T13:09:59.000Z,Regulation,0,0,1,0,0,0,0,0,0,0
-75.235923491531594,39.911788044540067,566,2013-HELP-2241-01,HELP Philadelphia IV,2013-HELP-2241-01,HELP Philadelphia IV,Verified,2013-12-06T16:22:08.000Z,Regulation,1,0,0,0,0,0,0,0,0,0
-75.181692959190684,39.939559345126611,567,2013-2300-2240-01,2300-2316 Washington Avenue,2013-2300-2240-01,2300-2316 Washington Avenue,Verified,2014-12-18T16:04:21.000Z,Regulation,0,0,0,1,0,1,0,0,0,0
-75.159672350296702,39.950227745927315,568,2013-1118-2248-01,1118-28 Chestnut Street,2013-1118-2248-01,1118-28 Chestnut Street,Verified,2014-02-20T16:03:41.000Z,Regulation,0,0,1,0,0,0,0,1,1,0
-75.174496019973972,40.007698520282965,569,2013-HUNT-2249-01,Hunting Park Avenue Site,2013-HUNT-2249-01,Hunting Park Avenue Site,Verified,2014-02-05T10:27:42.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.173091007305203,40.00796563620392,570,2011-2706-1711-01,2706 - 10 Fox St. and 2701-2729 W. Hunting Park,2011-2706-1711-01,2706-10 Fox St. and 2701-2729 W. Hunting Park,Verified,2012-08-03T16:06:56.000Z,Regulation,0,4,0,0,0,0,0,0,0,0
-75.140457748772477,39.970817594022932,571,2013-LIBE-2255-01,Liberty Plaza,2013-LIBE-2255-01,Liberty Plaza,Construction,2015-03-24T09:56:14.000Z,Regulation,0,0,3,0,0,6,0,0,0,0
-75.068255283023916,40.011930052719457,572,2013-SHOP-2250-01,Shoppes at Wissinoming,2013-SHOP-2250-01,Shoppes at Wissinoming,Complete,2015-08-18T15:41:53.000Z,Regulation,0,2,0,1,0,0,0,6,0,0
-75.029198658117721,40.058598362603234,573,2013-2976-2264-01,2976 Welsh Road,2013-2976-2264-01,2976 Welsh Road,Complete,2014-07-17T10:42:42.000Z,Regulation,0,12,0,0,0,0,0,0,1,0
-75.166416016878046,40.009870241892607,574,2013-23RD-2272-01,23rd & Venango Bus Loop Reconstruction Project,2013-23RD-2272-01,23rd & Venango Bus Loop Reconstruction Project,Verified,2014-04-03T17:29:35.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.144198471538786,39.927111452887246,575,2013-1601-2261-01,1601 S. Christopher Columbus Blvd,2013-1601-2261-01,1601 S. Christopher Columbus Blvd,Verified,2013-12-23T15:31:00.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.027547017199666,40.080849895503881,576,2013-9501-2279-01,9501 Roosevelt Blvd,2013-9501-2279-01,9501 Roosevelt Blvd,Complete,2014-02-20T15:50:30.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.169246374392173,39.928915336362699,577,2013-CHOP-2288-01,CHOP Family Care Center,2013-CHOP-2288-01,CHOP Family Care Center,Verified,2014-07-14T14:50:43.000Z,Regulation,0,0,0,1,0,1,0,0,2,0
-75.143165172567493,39.937434800382739,578,2013-787S-2294-01,787 SWANSON,2013-787S-2294-01,787 Swanson,Verified,2014-03-28T12:31:04.000Z,Regulation,0,2,0,0,5,0,0,0,1,0
-75.150688297735641,39.98430377761462,579,2013-EDBE-2293-01,Edberg Olson Synthetic Turf Replacement Project,2013-EDBE-2293-01,Temple University Edberg Olson Synthetic Turf Replacement Project,Verified,2014-01-24T13:52:23.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.140913379129756,39.974770054479649,580,2013-TAJD-2286-01,TAJDEED RESIDENCES,2013-TAJD-2286-01,Tajdeed Residences,Verified,2014-07-23T16:57:45.000Z,Regulation,0,1,0,1,0,1,0,1,0,0
-75.188982992356458,39.978538098282925,581,2013-MAST-2259-01,Master Substation Expansion,2013-MAST-2259-01,Master Substation Expansion,Verified,2014-04-03T13:44:13.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.210847256926058,40.030407697661843,582,2013-5901-2298-01,"5901,5905,5907,5909 Ridge Ave 520 Roxborough ave",2013-5901-2298-01,"5901,5905,5907,5909 Ridge Ave 520 Roxborough ave",Verified,2014-10-28T14:42:10.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.165289093453282,39.951254940605928,583,2013-PHIL-2299-01,Philadelphia Convention Hotel,2013-PHIL-2299-01,1441 Chestnut Street,Construction,2014-10-28T10:48:04.000Z,Regulation,0,0,0,1,0,0,0,2,0,0
-75.155989970800832,39.963607147163344,584,2012-6182-2006-01,618-22 N. 11th Street,2012-6182-2006-01,618-22 N. 11th Street,Construction,2013-08-14T09:50:14.000Z,Regulation,0,0,0,0,0,0,0,1,2,0
-75.187786003195868,39.945680395103544,585,2013-SCHU-2187-01,Schuylkill River Trail Extension - South Street to,2013-SCHU-2187-01,Schuylkill River Trail Extension - South Street to Christian Street,Complete,2014-10-01T12:36:55.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.187299786635521,39.945207746811967,586,2012-SCHU-2065-01,Schuylkill Avenue Master Plan - Phase 1,2012-SCHU-2065-01,Schuylkill Avenue Master Plan (CHOP) - Phase 1,Verified,2014-10-03T14:03:33.000Z,Regulation,0,0,0,3,0,1,0,0,0,0
-75.13619820922321,39.971282790674046,587,2013-1323-2310-01,1323-33 & 1335 N. Howard St,2013-1323-2310-01,1323-33 & 1335 N. Howard St,Complete,2014-03-28T14:51:56.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.181211006432761,39.949878313618889,588,2013-ONER-2304-01,ONE RIVERSIDE PARK,2013-ONER-2304-01,One Riverside Park,Verified,2015-01-08T10:45:02.000Z,Regulation,0,0,0,1,0,0,0,1,0,0
-75.138732901912974,39.961577894375758,589,2013-708N-2316-01,708 North Front Street,2013-708N-2316-01,708 North Front Street,Verified,2015-01-15T15:43:44.000Z,Regulation,0,1,0,0,1,0,0,0,0,0
-75.191534490573474,39.987004358838995,590,2013-EAST-2320-01,East Park Reservoir,2013-EAST-2320-01,East Park Reservoir,Construction,2015-04-29T15:39:53.000Z,Regulation,0,0,0,0,1,0,0,0,0,0
-75.216490724626524,40.036965042715082,591,2013-5391-2329-01,539 1/2  Hermitage,2013-5391-2329-01,539 1/2  Hermitage,Complete,2015-07-23T12:10:55.000Z,Regulation,0,1,0,0,2,0,0,0,1,0
-75.270264151480376,39.978789679354016,592,2013-ALDI-2287-01,Aldi - CITY AVE,2013-ALDI-2287-01,Aldi - City Ave.,Verified,2014-08-27T15:42:35.000Z,Regulation,0,0,0,0,0,4,0,0,0,0
-75.224846347004416,40.083169999854249,593,2008-GREE-982-01,Greenfield Mansion - Sugarloaf Hill,2008-GREE-982-01,Greenfield Mansion - Sugarloaf Hill,Verified,2009-02-20T09:35:33.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.116030256250696,39.986566260003137,594,2013-GRAC-2328-01,Grace Townhomes,2013-GRAC-2328-01,Grace Townhomes,Complete,2015-03-17T08:54:08.000Z,Regulation,0,0,0,1,0,2,0,0,0,0
-75.154986214490251,39.967982959603745,595,2013-11TH-2308-01,11the Street Family Health Services,2013-11TH-2308-01,11th Street Family Health Services,Complete,2014-04-25T14:31:43.000Z,Regulation,0,0,0,2,0,1,0,0,0,0
-75.023243802767354,40.033578016077087,596,2013-4783-2339-01,4783 Rhawn Street,2013-4783-2339-01,4783 Rhawn Street,Verified,2014-08-12T10:01:30.000Z,Regulation,0,0,0,1,0,0,0,0,2,0
-75.168633579211942,39.962553504328213,597,2013-MUSE-2346-01,Museum Towers II,2013-MUSE-2346-01,Museum Towers II,Verified,2014-10-15T14:30:46.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.141159281492108,39.990897736741594,598,2013-TALL-2349-01,Taller Puertorriqueño Latino Community Cultural Ce,2013-TALL-2349-01,Taller Puertorriqueño Latino Community Cultural Center,Verified,2015-06-17T11:46:27.000Z,Regulation,0,1,0,0,1,0,0,0,0,0
-75.078508108783566,39.982783947948263,599,2013-STRE-2284-01,"Streets Department Incinerator, Phase IV",2013-STRE-2284-01,"Streets Department Incinerator, Phase IV",Approved,2014-06-04T13:26:22.000Z,Regulation,0,0,0,0,0,0,0,0,1,0
-75.177077583473917,39.960797790748849,600,2013-PARK-2357-01,Park Towne Place,2013-PARK-2357-01,Park Towne Place,Verified,2014-03-03T16:21:48.000Z,Regulation,0,0,0,0,1,0,0,0,0,0
-75.097590587868794,39.992179721148865,601,2013-3541-2376-01,3541 Cedar St.,2013-3541-2376-01,3541 Cedar St.,Verified,2015-11-16T11:57:12.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.204716500681329,40.051509630369253,602,2013-704S-2389-01,704 St Georges Rd,2013-704S-2389-01,704 St Georges Rd,Complete,2014-04-03T16:59:33.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.204759707182731,40.051437247033995,603,2012-702S-2021-01,702 St. Georges Rd.,2012-702S-2021-01,702 St. Georges Rd.,Verified,2013-05-08T14:58:16.000Z,Regulation,0,1,0,0,0,0,0,0,1,0
-75.211760281468599,40.020217846186888,604,2013-3824-2394-01,3824-26 Manor St,2013-3824-2394-01,3824-26 Manor St,Verified,2014-11-14T15:31:44.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.190002263585981,39.954535277471955,605,2013-THES-2392-01,The Study at Drexel University,2013-THES-2392-01,The Study at Drexel University,Complete,2014-11-13T13:19:05.000Z,Regulation,0,0,0,0,0,0,0,1,0,0
-75.183328973037902,39.952746062889645,606,2013-CIRA-2405-01,Cira South Walnut Street Tower,2013-CIRA-2405-01,Cira South Walnut Street Tower,Verified,2014-06-12T14:22:53.000Z,Regulation,0,0,0,1,0,0,0,1,0,0
-75.150981416847188,39.89662472175435,607,2013-ECOE-2317-01,Eco Energy CSX Greenwich,2013-ECOE-2317-01,Eco Energy CSX Greenwich,Construction,2014-07-23T16:08:26.000Z,Regulation,0,0,0,0,0,2,0,0,0,0
-75.225058893321844,40.028092203826674,608,2014-1491-2415-01,149-159 Green Lane,2014-1491-2415-01,149-159 Green Lane,Verified,2015-06-15T12:48:37.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.168983335175355,39.887179329046482,609,2009-NAVY-1091-01,Navy Yard Riverfront Greenway,2009-NAVY-1091-01,Navy Yard Riverfront Greenway,Verified,2009-10-27T00:00:00.000Z,Regulation,0,0,0,0,0,0,0,0,0,0
-75.164949509277108,39.892687847181918,610,2006-PHIL-315-01,Philadelphia Stock Exchange,2006-PHIL-315-01,Philadelphia Stock Exchange,Verified,2007-05-09T00:00:00.000Z,Regulation,0,0,1,1,0,0,0,0,0,0
-75.170962333045537,39.890667371309142,611,2012-EEBH-1983-01,EEB HUB Project at the Navy Yard - Building 7R,2012-EEBH-1983-01,EEB HUB Project at the Navy Yard - Building 7R,Verified,2013-05-23T11:55:06.000Z,Regulation,0,0,0,0,0,0,0,1,1,0
-75.172399349887272,39.890680627080513,612,2012-EEBH-1980-01,EEB HUB Project at the Navy Yard - Building 661,2012-EEBH-1980-01,EEB HUB Project at the Navy Yard - Building 661,Verified,2013-05-29T13:01:10.000Z,Regulation,0,0,0,0,0,0,0,0,2,0
-75.171147468862742,39.89209825480058,613,2011-TOWN-1647-01,Town Center Infrastructure Improvements,2011-TOWN-1647-01,Town Center Infrastructure Improvements,Verified,2012-01-12T09:26:19.000Z,Regulation,0,0,1,0,0,0,0,0,0,0
-75.171888749080921,39.895615496481277,614,2011-MARR-1703-01,Marriott Courtyard - The Navy Yard,2011-MARR-1703-01,Marriott Courtyard - The Navy Yard,Verified,2012-08-23T16:03:53.000Z,Regulation,0,0,0,0,0,0,0,0,0,2
-75.171755348214035,39.894976262255049,615,2007-CORP-635-01,Corporate Center Infrastructure - Phase II,2007-CORP-635-01,Corporate Center Infrastructure - Phase 2,Construction,2008-09-23T00:00:00.000Z,Regulation,100,88,0,0,0,0,0,0,0,0
-75.173184493887945,39.8954941431072,616,2011-IROK-1701-01,Iroko Building Parking Lot,2011-IROK-1701-01,Iroko Building Parking Lot,Verified,2012-01-31T12:54:24.000Z,Regulation,0,0,0,0,0,0,0,0,0,1
-75.173498023317805,39.894986632866313,617,2007-CRES-567-01,Crescent Three,2007-CRES-567-01,Crescent Three,Complete,2008-02-19T00:00:00.000Z,Regulation,0,0,0,1,0,2,0,0,0,0
-75.172943667684663,39.897481005889603,618,2011-FIVE-1531-01,Five Crescent Drive - Additional Parking,2011-FIVE-1531-01,Five Crescent Drive - Additional Parking,Verified,2012-10-09T14:09:06.000Z,Regulation,1,0,1,0,0,1,0,0,0,0
-75.172738030187674,39.896258881099087,619,2011-FIVE-1532-01,Five Crescent Drive,2011-FIVE-1532-01,Five Crescent Drive,Complete,2011-07-12T10:42:05.000Z,Regulation,0,0,0,0,0,0,1,1,0,0
-75.177327919722046,39.890827092461628,620,2012-BUIL-2037-01,Building 567 Laydown Area Paving,2012-BUIL-2037-01,Building 567 Laydown Area Paving,Verified,2015-10-13T17:21:34.000Z,Regulation,0,0,0,0,0,1,0,0,0,0
-75.179736471926816,39.888985935856773,621,2012-URBA-1865-01,Urban Outfitters - Parcel 5M,2012-URBA-1865-01,Urban Outfitters-Parcel 5M,Verified,2013-06-26T15:48:27.000Z,Regulation,0,0,0,0,0,0,0,0,3,0
-75.17668946383418,39.888301279170463,622,2008-URBA-956-01,Urban Outfitters Corporate Headquarters,2008-URBA-956-01,Urban Outfitters Corporate Headquarters,Verified,2010-06-08T09:38:09.000Z,Regulation,0,0,19,0,0,0,0,1,0,0
-75.191599222531792,39.891573054999895,623,2007-NEWB-545-01,New Basin Bridge Site,2007-NEWB-545-01,New Basin Bridge Site,Verified,2007-10-11T00:00:00.000Z,Regulation,0,0,0,1,0,0,0,0,0,0
-75.194800325281406,39.90035500694686,624,2007-GIRA-722-01,Girard Point Commerce Center,2007-GIRA-722-01,Girard Point Commerce Center,Verified,2008-10-10T00:00:00.000Z,Regulation,0,0,0,0,0,0,0,0,0,1
-75.172447534197801,39.894892003334192,625,2011-100D-1635-01,"100 Diagonal Boulevard, Philadelphia Navy Yard",2011-100D-1635-01,Iroko Building (Former 100 Diagonal Boulevard),Verified,2011-11-01T10:17:59.000Z,Regulation,0,0,0,0,0,0,0,0,0,1
-75.137662360453746,39.971484773374257,626,2014-1326-2422-01,1326-36 Mascher St,2014-1326-2422-01,1326-36 Mascher St,Construction,2015-01-08T11:04:02.000Z,Regulation,0,1,0,0,0,0,0,0,0,0
-75.199207633850676,39.953094127855756,627,2013-UPEN-2280-01,UPenn - Perry World House,2013-UPEN-2280-01,UPenn - Perry World House,Verified,2014-11-13T17:14:53.000Z,Regulation,0,3,0,0,0,0,0,0,0,0
-75.196128327467306,39.946099041899863,628,2014-3600-2426-01,3600 Civic Center Blvd.,2014-3600-2426-01,3600 Civic Center Blvd.,Construction,2014-08-15T13:42:42.000Z,Regulation,0,0,1,1,0,1,0,1,0,0
-75.158620021489995,40.041295546163468,629,2014-LASA-2425-01,LaSalle University,2014-LASA-2425-01,LaSalle University,Verified,2014-08-01T09:54:47.000Z,Regulation,0,1,0,0,4,0,0,0,1,0
-75.170507165227235,39.955096824143361,630,2013-1800-2402-01,1800 Arch Street,2013-1800-2402-01,1800 Arch Street - Phase 2,Complete,2014-07-14T10:40:40.000Z,Regulation,0,0,0,1,0,0,1,1,0,0
-75.024077412507836,40.099462248034889,631,2014-BJSW-2432-01,BJs Wholesale Club Renovations,2014-BJSW-2432-01,BJs Wholesale Club Renovations,Verified,2014-10-27T12:56:21.000Z,Regulation,0,0,0,0,1,0,0,0,0,0
-75.151616293998856,39.978674481521075,632,2014-STJO-2424-01,St. Joes Prep Athletic Field Rehabilitation,2014-STJO-2424-01,St. Joes Prep Athletic Field Rehabilitation,Verified,2014-07-03T14:25:39.000Z,Regulation,0,3,0,0,0,0,0,0,0,0
-74.983390025169101,40.11378637027704,633,2014-DVVH-2438-01,DVVH Construction of Parking Lot Expansion,2014-DVVH-2438-01,DVVH Construction of Parking Lot Expansion,Verified,2015-08-04T16:28:47.000Z,Regulation,0,0,0,0,0,1,0,0,0,0
